Incident Type;Specific Hazards;Hazard Subcategory Paths;Origins;Date
border rejection;2,4-d;pesticides > 2,4-d;côte d'ivoire;24-4-2025
alert;aflatoxin, aflatoxin b1;mycotoxin > aflatoxin, mycotoxin > aflatoxin > aflatoxin b1;united arab emirates;24-4-2025
alert;cereals containing gluten and products thereof;cereals containing gluten and products thereof;france;23-4-2025
alert;hazelnut, other packaging issues;nuts > hazelnut;italy;23-4-2025
alert;cereals containing gluten and products thereof;cereals containing gluten and products thereof;turkey;22-4-2025
alert;mineral oil aromatic hydrocarbons (moah);industrial contaminants > mineral oil > mineral oil aromatic hydrocarbons (moah);madagascar;18-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;11-4-2025
border rejection;2,4-d;pesticides > 2,4-d;côte d'ivoire;11-4-2025
border rejection;2,4-d;pesticides > 2,4-d;venezuela;11-4-2025
border rejection;2,4-d;pesticides > 2,4-d;côte d'ivoire;11-4-2025
alert;milk and products thereof;milk and products thereof;united states;9-4-2025
alert;stones;stones;netherlands;9-4-2025
border rejection;improper import declaration;smuggling > improper import declaration;united states;8-4-2025
border rejection;improper import declaration;smuggling > improper import declaration;united states;8-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-4-2025
alert;hazelnut;nuts > hazelnut;belgium;7-4-2025
alert;hazelnut;nuts > hazelnut;netherlands;6-4-2025
alert;stones;stones;canada;4-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;italy;4-4-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;germany;4-4-2025
alert;metal fragment;metal fragment;belgium;4-4-2025
alert;stones;stones;denmark;2-4-2025
alert;stones;stones;united states;2-4-2025
alert;stones;stones;united states;2-4-2025
alert;stones;stones;united states;2-4-2025
alert;stones;stones;denmark;2-4-2025
alert;stones;stones;united states;2-4-2025
alert;stones;stones;united states;2-4-2025
alert;stones;stones;united states;2-4-2025
alert;stones;stones;united states;2-4-2025
alert;metal pieces;metal fragment > metal pieces;united kingdom;1-4-2025
alert;stones;stones;netherlands;1-4-2025
alert;stones;stones;netherlands;1-4-2025
alert;stones;stones;netherlands;1-4-2025
alert;stones;stones;spain;1-4-2025
alert;stones;stones;netherlands;1-4-2025
border rejection;non-compliance to standards;poor or insufficient controls > non-compliance to standards;india;1-4-2025
alert;stones;stones;netherlands;1-4-2025
alert;metal fragment;metal fragment;belgium;31-3-2025
alert;metal fragment;metal fragment;belgium;28-3-2025
alert;unauthorised placing on the market;smuggling > unauthorised placing on the market;philippines;27-3-2025
alert;metal particles;metal fragment > metal particles;netherlands;26-3-2025
border rejection;unauthorised substance sildenafil;composition > unauthorised substance sildenafil;turkey;21-3-2025
border rejection;improper import declaration;smuggling > improper import declaration;united states;20-3-2025
border rejection;e 202 - potassium sorbate unauthorised;e 202 - potassium sorbate unauthorised;costa rica;19-3-2025
border rejection;inadequate processing;processing > inadequate processing;china;19-3-2025
border rejection;non-compliance to standards;poor or insufficient controls > non-compliance to standards;india;14-3-2025
border rejection;improper import declaration;smuggling > improper import declaration;united states;11-3-2025
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;dominican republic;11-3-2025
alert;cereals containing gluten and products thereof, lactose (undeclared);cereals containing gluten and products thereof, milk and products thereof > lactose (undeclared);france;10-3-2025
alert;plastic fragment;plastic fragment;japan;6-3-2025
alert;milk and products thereof;milk and products thereof;new zealand;6-3-2025
alert;milk and products thereof;milk and products thereof;new zealand;6-3-2025
alert;milk and products thereof;milk and products thereof;new zealand;6-3-2025
alert;plastic fragment;plastic fragment;france;5-3-2025
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;côte d'ivoire;27-2-2025
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;côte d'ivoire;27-2-2025
alert;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;united arab emirates;25-2-2025
alert;milk and products thereof;milk and products thereof;israel;25-2-2025
border rejection;improper import declaration;smuggling > improper import declaration;united states;24-2-2025
border rejection;improper import declaration;smuggling > improper import declaration;united states;24-2-2025
border rejection;improper import declaration;smuggling > improper import declaration;united states;24-2-2025
alert;sesame seeds and products thereof;sesame seeds and products thereof;turkey;21-2-2025
alert;milk and products thereof;milk and products thereof;united states;21-2-2025
alert;unauthorised substance;unauthorised substance;france;19-2-2025
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;italy;17-2-2025
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;italy;17-2-2025
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;italy;17-2-2025
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;italy;17-2-2025
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;italy;17-2-2025
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;italy;17-2-2025
alert;almond;nuts > almond;united states;15-2-2025
border rejection;improper import declaration;smuggling > improper import declaration;united states;14-2-2025
alert;polycyclic aromatic hydrocarbons, ochratoxin a, mineral oil;industrial contaminants > polycyclic aromatic hydrocarbons, mycotoxin > ochratoxin > ochratoxin a, industrial contaminants > mineral oil;belgium;14-2-2025
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;philippines;10-2-2025
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;philippines;10-2-2025
border rejection;2,4-d;pesticides > 2,4-d;ecuador;10-2-2025
border rejection;inadequate processing;processing > inadequate processing;bulgaria;7-2-2025
alert;sesame seeds and products thereof;sesame seeds and products thereof;turkey;5-2-2025
alert;sesame seeds and products thereof;sesame seeds and products thereof;turkey;5-2-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;spain;5-2-2025
border rejection;2,4-d;pesticides > 2,4-d;ecuador;31-1-2025
border rejection;radioactivity;radioactivity;lithuania;31-1-2025
alert;sesame seeds and products thereof;sesame seeds and products thereof;germany;30-1-2025
alert;milk and products thereof;milk and products thereof;canada;29-1-2025
border rejection;2,4-d;pesticides > 2,4-d;côte d'ivoire;28-1-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;24-1-2025
border rejection;inadequate processing;processing > inadequate processing;myanmar;23-1-2025
border rejection;inadequate processing;processing > inadequate processing;myanmar;23-1-2025
alert;hazelnut;nuts > hazelnut;canada;14-1-2025
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;belgium;8-1-2025
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;belgium;8-1-2025
border rejection;unauthorised use of colour e 133 - brilliant blue fcf, unauthorised use of colour e 102 - tartrazine, unauthorised use of colour e 129 - allura red ac;unauthorised use of colour e 133 - brilliant blue fcf, unauthorised use of colour e 102 - tartrazine, unauthorised use of colour e 129 - allura red ac;philippines;7-1-2025
alert;cashew;nuts > cashew;united states;27-12-2024
alert;cereals containing gluten and products thereof;cereals containing gluten and products thereof;canada;27-12-2024
alert;cereals containing gluten and products thereof, sesame seeds and products thereof, milk and products thereof;cereals containing gluten and products thereof, sesame seeds and products thereof, milk and products thereof;canada;27-12-2024
alert;cashew;nuts > cashew;united states;27-12-2024
alert;cashew;nuts > cashew;united states;27-12-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;brazil;26-12-2024
alert;polycyclic aromatic hydrocarbons;industrial contaminants > polycyclic aromatic hydrocarbons;belgium;24-12-2024
border rejection;improper import declaration;smuggling > improper import declaration;united states;23-12-2024
alert;aflatoxin b1, aflatoxin, ochratoxin a;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin, mycotoxin > ochratoxin > ochratoxin a;united arab emirates;20-12-2024
border rejection;cadmium;heavy metals > cadmium;colombia;20-12-2024
border rejection;improper conditions;poor or insufficient controls > improper conditions;india;18-12-2024
border rejection;inadequate processing;processing > inadequate processing;jordan;17-12-2024
alert;peanuts and products thereof;peanuts and products thereof;germany;17-12-2024
alert;metal pieces;metal fragment > metal pieces;canada;13-12-2024
alert;metal pieces;metal fragment > metal pieces;canada;13-12-2024
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;italy;12-12-2024
border rejection;improper import declaration;smuggling > improper import declaration;united states;11-12-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;9-12-2024
border rejection;improper import declaration;smuggling > improper import declaration;united states;9-12-2024
alert;taste disturbance;taste disturbance;france;9-12-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;côte d'ivoire;3-12-2024
alert;copper;heavy metals > copper;ecuador;27-11-2024
alert;taste disturbance, abnormal smell;taste disturbance, abnormal smell;poland;20-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
alert;labelling/misdescription;labelling/misdescription;france;19-11-2024
border rejection;non-compliance to standards;poor or insufficient controls > non-compliance to standards;japan;18-11-2024
alert;milk and products thereof, other packaging issues;milk and products thereof;portugal, new zealand;15-11-2024
border rejection;improper import declaration;smuggling > improper import declaration;united states;7-11-2024
border rejection;improper import declaration;smuggling > improper import declaration;united states;7-11-2024
border rejection;improper import declaration;smuggling > improper import declaration;united states;7-11-2024
alert;hazelnut;nuts > hazelnut;germany;31-10-2024
alert;almond;nuts > almond;united kingdom;25-10-2024
border rejection;tralomethrin, deltamethrin;pesticides > pyrethroid > tralomethrin, pesticides > pyrethroid > deltamethrin;ghana;24-10-2024
alert;plastic fragment;plastic fragment;netherlands;24-10-2024
border rejection;tralomethrin, deltamethrin;pesticides > pyrethroid > tralomethrin, pesticides > pyrethroid > deltamethrin;ghana;24-10-2024
alert;damaged packaging;damaged packaging;netherlands;22-10-2024
alert;metal fragment;metal fragment;hungary;21-10-2024
border rejection;diuron;pesticides > diuron;ecuador;16-10-2024
border rejection;tralomethrin, deltamethrin;pesticides > pyrethroid > tralomethrin, pesticides > pyrethroid > deltamethrin;ghana;16-10-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;3-10-2024
alert;milk and products thereof;milk and products thereof;netherlands;3-10-2024
alert;milk and products thereof;milk and products thereof;netherlands;3-10-2024
border rejection;misbranding, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation;côte d'ivoire;27-9-2024
alert;unauthorised placing on the market;smuggling > unauthorised placing on the market;philippines;26-9-2024
border rejection;misbranding, incorrect labeling, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation;côte d'ivoire;24-9-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;19-9-2024
border rejection;misbranding, unauthorised colour, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, unauthorised colour, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;canada;17-9-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;17-9-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;13-9-2024
alert;soybeans and products thereof;soybeans and products thereof;israel;12-9-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;10-9-2024
alert;plastic fragment;plastic fragment;italy;9-9-2024
alert;plastic fragment;plastic fragment;italy;9-9-2024
alert;milk and products thereof;milk and products thereof;united states;6-9-2024
alert;milk and products thereof;milk and products thereof;united states;6-9-2024
alert;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;netherlands;5-9-2024
alert;soybeans and products thereof, gluten free;soybeans and products thereof, labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;israel;5-9-2024
alert;soybeans and products thereof, gluten free;soybeans and products thereof, labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;israel;5-9-2024
alert;soybeans and products thereof, gluten free;soybeans and products thereof, labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;israel;5-9-2024
alert;soybeans and products thereof, gluten free;soybeans and products thereof, labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;israel;5-9-2024
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;4-9-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;3-9-2024
alert;peanuts and products thereof;peanuts and products thereof;united kingdom;29-8-2024
alert;peanuts and products thereof;peanuts and products thereof;united kingdom;29-8-2024
alert;peanuts and products thereof;peanuts and products thereof;united kingdom;29-8-2024
alert;peanuts and products thereof;peanuts and products thereof;united kingdom;29-8-2024
alert;peanuts and products thereof;peanuts and products thereof;united kingdom;29-8-2024
alert;peanuts and products thereof;peanuts and products thereof;united kingdom;29-8-2024
alert;peanuts and products thereof;peanuts and products thereof;united kingdom;29-8-2024
alert;peanuts and products thereof;peanuts and products thereof;united kingdom;29-8-2024
alert;moulds;non-pathogenic microorganisms > moulds;canada;22-8-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;germany;20-8-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;19-8-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;15-8-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;15-8-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;15-8-2024
alert;hazelnut;nuts > hazelnut;united kingdom;9-8-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;9-8-2024
alert;almond, cereals containing gluten and products thereof, nuts;nuts > almond, cereals containing gluten and products thereof, nuts;united states;2-8-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;31-7-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;31-7-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;31-7-2024
border rejection;non-compliance to standards;poor or insufficient controls > non-compliance to standards;india;31-7-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;31-7-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;22-7-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;22-7-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;22-7-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;22-7-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;22-7-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;18-7-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;17-7-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;17-7-2024
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;brazil;17-7-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;17-7-2024
alert;plastic fragment;plastic fragment;sweden;16-7-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;10-7-2024
alert;milk and products thereof;milk and products thereof;france;8-7-2024
alert;milk and products thereof;milk and products thereof;france;8-7-2024
alert;milk and products thereof;milk and products thereof;france;8-7-2024
alert;milk and products thereof;milk and products thereof;france;8-7-2024
alert;milk and products thereof;milk and products thereof;france;8-7-2024
alert;milk and products thereof;milk and products thereof;france;8-7-2024
alert;milk and products thereof;milk and products thereof;france;8-7-2024
alert;milk and products thereof;milk and products thereof;france;8-7-2024
alert;milk and products thereof;milk and products thereof;france;8-7-2024
alert;milk and products thereof;milk and products thereof;france;8-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;france;5-7-2024
alert;milk and products thereof;milk and products thereof;belgium;5-7-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;2-7-2024
alert;chemical compound (high content);chemical compound (high content);united states;28-6-2024
alert;chemical compound (high content);chemical compound (high content);united states;28-6-2024
alert;chemical compound (high content);chemical compound (high content);united states;28-6-2024
alert;chemical compound (high content);chemical compound (high content);united states;28-6-2024
alert;chemical compound (high content);chemical compound (high content);united states;28-6-2024
alert;chemical compound (high content);chemical compound (high content);united states;28-6-2024
alert;hazelnut;nuts > hazelnut;united states;25-6-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;25-6-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;24-6-2024
alert;labelling/misdescription;labelling/misdescription;france;20-6-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;18-6-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;18-6-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;18-6-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;18-6-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;18-6-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;18-6-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;18-6-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;14-6-2024
alert;peanuts and products thereof;peanuts and products thereof;ukraine;14-6-2024
alert;incorrect labeling;labelling/misdescription > incorrect labeling;philippines;13-6-2024
alert;peanuts and products thereof;peanuts and products thereof;ukraine;12-6-2024
alert;peanuts and products thereof;peanuts and products thereof;ukraine;12-6-2024
border rejection;deltamethrin, tralomethrin;pesticides > pyrethroid > deltamethrin, pesticides > pyrethroid > tralomethrin;ghana;12-6-2024
