Incident Type;Hazards;Hazard Paths;Origins;Date
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;northern ireland;13-5-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;13-5-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;13-5-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;northern ireland;13-5-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;northern ireland;13-5-2025
alert;unauthorized establishment;smuggling > unauthorized establishment;france;7-5-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;poland;6-5-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;30-4-2025
alert;incorrect product type label, milk and products thereof, eggs and products thereof, sesame seeds and products thereof, celery and products thereof, mustard and products thereof, cereals containing gluten and products thereof;labelling/misdescription > misbranding > other misbranding issues > incorrect product type label, milk and products thereof, eggs and products thereof, sesame seeds and products thereof, celery and products thereof, mustard and products thereof, cereals containing gluten and products thereof;netherlands;30-4-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;30-4-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;29-4-2025
border rejection;marking defects;labelling/misdescription > marking defects;mexico;29-4-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;29-4-2025
alert;incorrect expiry date;labelling/misdescription > incorrect expiry date;united kingdom;29-4-2025
alert;e 251 - sodium nitrate unauthorised;e 251 - sodium nitrate unauthorised;united states;29-4-2025
border rejection;marking defects;labelling/misdescription > marking defects;mexico;28-4-2025
alert;high content of lead;heavy metals > high content of lead;bulgaria;28-4-2025
border rejection;tearing;damaged packaging > tearing;chile;25-4-2025
border rejection;tearing;damaged packaging > tearing;chile;24-4-2025
border rejection;labelling/misdescription;labelling/misdescription;chile;24-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;24-4-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;belgium;24-4-2025
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;canada;23-4-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;chile;22-4-2025
border rejection;tearing;damaged packaging > tearing;chile;22-4-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;chile;22-4-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;chile;22-4-2025
border rejection;tearing;damaged packaging > tearing;chile;22-4-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;22-4-2025
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;mexico;17-4-2025
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;mexico;17-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;17-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;17-4-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;mexico;16-4-2025
alert;listeria spp;non-pathogenic microorganisms > listeria spp;germany;16-4-2025
border rejection;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;ukraine;16-4-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;14-4-2025
border rejection;labelling/misdescription;labelling/misdescription;chile;12-4-2025
alert;appearance, abnormal smell, spoilage;appearance, abnormal smell, spoilage;poland;11-4-2025
alert;appearance, abnormal smell, spoilage;appearance, abnormal smell, spoilage;poland;11-4-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;greece;11-4-2025
alert;pieces of wood;pieces of wood;canada;10-4-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;9-4-2025
alert;appearance, abnormal smell, abnormal colour, spoilage;appearance, abnormal smell, abnormal colour, spoilage;czech republic;9-4-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;7-4-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;poland;7-4-2025
border rejection;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;united kingdom;4-4-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;czech republic;3-4-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;poland;3-4-2025
alert;counterfeit;counterfeit;israel;3-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;2-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;2-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;2-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;2-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;2-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;2-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;2-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;2-4-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;1-4-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;1-4-2025
alert;inspection issues;smuggling > inspection issues;canada;31-3-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;germany;31-3-2025
alert;inadequate thermal processing;processing > inadequate thermal processing;belgium;31-3-2025
alert;inspection issues;smuggling > inspection issues;canada;31-3-2025
alert;inspection issues;smuggling > inspection issues;canada;31-3-2025
alert;inspection issues;smuggling > inspection issues;canada;31-3-2025
alert;inspection issues;smuggling > inspection issues;canada;31-3-2025
border rejection;tearing;damaged packaging > tearing;chile;28-3-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium, poland;27-3-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;poland;27-3-2025
alert;eggs and products thereof;eggs and products thereof;italy;27-3-2025
alert;salmonella haifa;pathogen > pathogenic bacteria > salmonella > salmonella haifa;poland;27-3-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;mexico;26-3-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;mexico;26-3-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;poland;26-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;25-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;25-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;25-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;25-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;25-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;25-3-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;mexico;21-3-2025
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;chile;21-3-2025
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;chile;21-3-2025
alert;biological;;italy;21-3-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;21-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;21-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;21-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;21-3-2025
alert;salmonella group c1;pathogen > pathogenic bacteria > salmonella > salmonella group c1;poland;21-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;21-3-2025
border rejection;tearing;damaged packaging > tearing;chile;20-3-2025
alert;bad smell / off odor, abnormal colour;bad smell / off odor, abnormal colour;czech republic;20-3-2025
alert;bad smell / off odor, poor temperature control - rupture of the cold chain;bad smell / off odor, poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;czech republic;20-3-2025
alert;bad smell / off odor, abnormal colour;bad smell / off odor, abnormal colour;czech republic;20-3-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;germany;19-3-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;18-3-2025
alert;cereals containing gluten and products thereof;cereals containing gluten and products thereof;canada;18-3-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;17-3-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;14-3-2025
alert;salmonella infantis;pathogen > pathogenic bacteria > salmonella > salmonella infantis;poland;14-3-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;13-3-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;poland;13-3-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;12-3-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;12-3-2025
alert;inadequate thermal processing;processing > inadequate thermal processing;france;12-3-2025
border rejection;tearing;damaged packaging > tearing;canada;11-3-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;11-3-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;poland;10-3-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;estonia;7-3-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;6-3-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;poland;6-3-2025
alert;eggs and products thereof;eggs and products thereof;germany;6-3-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;5-3-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;ireland;5-3-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;5-3-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;5-3-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;netherlands;4-3-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;4-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;3-3-2025
alert;salmonella colindale;pathogen > pathogenic bacteria > salmonella > salmonella colindale;germany;3-3-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;spain;27-2-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;26-2-2025
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;canada;25-2-2025
alert;abnormal smell, poor temperature control - rupture of the cold chain;abnormal smell, poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;czech republic;25-2-2025
alert;salmonella infantis;pathogen > pathogenic bacteria > salmonella > salmonella infantis;czech republic;25-2-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;24-2-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;24-2-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;23-2-2025
alert;milk and products thereof, fish and products thereof, barley;milk and products thereof, fish and products thereof, adulteration (ema) > substitution > cereals > barley;denmark;21-2-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;19-2-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;19-2-2025
border rejection;salmonella typhimurium;pathogen > pathogenic bacteria > salmonella > salmonella typhimurium;brazil;19-2-2025
alert;bone fragment;bone fragment;canada;19-2-2025
alert;bone fragment;bone fragment;canada;19-2-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;18-2-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;18-2-2025
alert;rubber fragments;rubber fragments;new zealand;18-2-2025
alert;plastic fragment;plastic fragment;germany;14-2-2025
alert;labelling/misdescription;labelling/misdescription;france;14-2-2025
alert;labelling/misdescription;labelling/misdescription;france;14-2-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;13-2-2025
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;canada;13-2-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;13-2-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;13-2-2025
alert;plastic fragment;plastic fragment;germany;13-2-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;12-2-2025
alert;glass fragment;glass fragment;france;12-2-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;11-2-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;11-2-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;11-2-2025
alert;incorrect expiry date;labelling/misdescription > incorrect expiry date;france;10-2-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;10-2-2025
border rejection;chlorate;pesticides > inorganic compound > chlorate;brazil;10-2-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;7-2-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;7-2-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;7-2-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;poland;7-2-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;poland;7-2-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;5-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;4-2-2025
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;4-2-2025
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;germany;4-2-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;poland;4-2-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;3-2-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;poland;3-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;3-2-2025
alert;incorrect expiry date;labelling/misdescription > incorrect expiry date;france;31-1-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;30-1-2025
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;canada;30-1-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;france;29-1-2025
alert;bone fragment;bone fragment;united states;27-1-2025
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;canada;24-1-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;northern ireland;24-1-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;greece;23-1-2025
border rejection;tearing;damaged packaging > tearing;canada;22-1-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;canada;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
alert;misbranding, eggs and products thereof, sesame seeds and products thereof, misdescription;labelling/misdescription > misbranding, eggs and products thereof, sesame seeds and products thereof, labelling/misdescription > misdescription;united states;22-1-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;21-1-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;18-1-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;chile;17-1-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;17-1-2025
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;canada;15-1-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;14-1-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;13-1-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;13-1-2025
border rejection;tearing;damaged packaging > tearing;chile;13-1-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;13-1-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;13-1-2025
alert;salmonella newport;pathogen > pathogenic bacteria > salmonella > salmonella newport;poland;10-1-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;poland;10-1-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;9-1-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;9-1-2025
alert;campylobacter spp;pathogen > pathogenic bacteria > campylobacter spp;japan;9-1-2025
alert;absence of expiry date;labelling/misdescription > absence of expiry date;france;9-1-2025
border rejection;tearing;damaged packaging > tearing;chile;8-1-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;8-1-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;7-1-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;7-1-2025
border rejection;tearing;damaged packaging > tearing;chile;7-1-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;canada;7-1-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;greece;7-1-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;greece;7-1-2025
border rejection;tearing;damaged packaging > tearing;chile;6-1-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;6-1-2025
alert;plastic fragment;plastic fragment;france;6-1-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;2-1-2025
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;2-1-2025
alert;salmonella enteritidis;pathogen > pathogenic bacteria > salmonella > salmonella enteritidis;poland;31-12-2024
border rejection;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;ukraine;30-12-2024
border rejection;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;ukraine;30-12-2024
border rejection;missing shipping mark;labelling/misdescription > marking defects > missing shipping mark;chile;27-12-2024
border rejection;tearing;damaged packaging > tearing;chile;26-12-2024
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;26-12-2024
alert;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;france;24-12-2024
